Cliente_ID,Genero,Adulto_Mayor,Pareja,Cargas,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Fuga,Cargo_Mensual,Cargo_Total,Comuna
7272-QDCKA,Masculino,0,No,No,28,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Plan 12 Meses,No,Transferencia/Webpay,No,50100.0,1344225.0,Hualpen
8908-SLFCJ,Femenino,0,No,No,21,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,10425.0,217625.0,San Pedro de la Paz
8393-DLHGA,Masculino,0,No,Si,25,Si,No,Fibra Optica,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,47950.0,1224375.0,Hualpen
9766-HGEDE,Femenino,0,Si,No,17,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9675.0,153500.0,Hualpen
6968-MHOMU,Masculino,0,Si,No,58,No,Sin linea,ADSL/Cobre,No,No,No,No,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,22500.0,1344675.0,Hualpen
7395-IGJOS,Masculino,1,Si,No,17,Si,No,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,40750.0,664600.0,San Pedro de la Paz
5044-XDPYX,Femenino,0,Si,No,51,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,12750.0,640625.0,San Pedro de la Paz
1814-WFGVS,Masculino,0,Si,Si,72,No,Sin linea,ADSL/Cobre,Si,No,Si,Si,Si,No,Plan 24 Meses,No,Caja Vecina/Servipag,No,24450.0,1763500.0,Hualpen
2834-SPCJV,Masculino,0,Si,No,52,Si,No,Fibra Optica,Si,No,No,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,42050.0,2174325.0,San Pedro de la Paz
3721-WKIIL,Femenino,0,No,No,27,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,9800.0,280575.0,Chiguayante
6734-CKRSM,Femenino,0,No,No,3,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10000.0,31800.0,Concepcion
1265-ZFOSD,Femenino,0,Si,No,64,Si,Si,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 24 Meses,Si,Caja Vecina/Servipag,No,40650.0,2564650.0,Chiguayante
6568-POCUI,Femenino,0,Si,No,45,Si,No,Fibra Optica,No,No,No,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,47600.0,2142900.0,Concepcion
7890-VYYWG,Masculino,1,Si,No,3,No,Sin linea,ADSL/Cobre,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,18225.0,46850.0,Chiguayante
5197-LQXXH,Femenino,0,Si,No,71,Si,Si,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,41650.0,2947250.0,Talcahuano
9907-SWKKF,Femenino,1,No,No,1,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,12525.0,12525.0,Chiguayante
3457-PQBYH,Femenino,0,Si,Si,58,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,10150.0,580375.0,Talcahuano
7682-AZNDK,Masculino,0,Si,Si,34,Si,No,Fibra Optica,No,Si,Si,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,44925.0,1545875.0,San Pedro de la Paz
0587-DMGBH,Femenino,0,No,No,8,Si,No,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,24925.0,182775.0,Talcahuano
5384-ZTTWP,Femenino,0,Si,Si,15,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9900.0,136475.0,San Pedro de la Paz
3745-HRPHI,Masculino,0,Si,Si,66,No,Sin linea,ADSL/Cobre,No,No,Si,Si,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,27325.0,1816000.0,Talcahuano
7636-OWBPG,Masculino,1,No,No,12,No,Sin linea,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,14675.0,190600.0,Concepcion
1231-YNDEK,Masculino,0,No,No,58,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAC (Cta Cte),No,9575.0,517750.0,Hualpen
1407-DIGZV,Femenino,0,Si,Si,3,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,9550.0,26000.0,Talcahuano
6397-JNZZG,Femenino,1,Si,No,43,No,Sin linea,ADSL/Cobre,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),Si,27775.0,1171100.0,Chiguayante
0570-BFQHT,Femenino,0,No,No,9,Si,No,Fibra Optica,No,Si,Si,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,40275.0,326950.0,Concepcion
4393-OBCRR,Femenino,0,No,No,3,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10125.0,35600.0,Talcahuano
3523-QRQLL,Femenino,0,Si,Si,22,Si,No,ADSL/Cobre,No,Si,No,No,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),Si,34750.0,749100.0,Talcahuano
8564-LDKFL,Masculino,0,Si,No,40,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,53000.0,2089325.0,Concepcion
3696-DFHHB,Femenino,0,No,No,68,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,12750.0,910900.0,San Pedro de la Paz
0895-DQHEW,Masculino,0,Si,No,54,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,52150.0,2639075.0,Concepcion
4717-GHADL,Femenino,0,No,No,50,Si,Si,ADSL/Cobre,No,Si,No,Si,Si,Si,Plan 24 Meses,Si,Caja Vecina/Servipag,No,39800.0,2012100.0,Concepcion
5501-TVMGM,Masculino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,27625.0,27625.0,Hualpen
5879-HMFFH,Femenino,0,Si,No,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,44025.0,3260400.0,Chiguayante
6772-WFQRD,Masculino,0,No,Si,40,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,PAC (Cta Cte),No,10200.0,427450.0,San Pedro de la Paz
3810-DVDQQ,Femenino,0,Si,Si,72,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,58800.0,4154450.0,San Pedro de la Paz
6972-SNKKW,Femenino,0,No,No,6,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10000.0,54600.0,Concepcion
3694-GLTJM,Femenino,0,No,No,5,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,9825.0,46025.0,Chiguayante
8550-XSXUQ,Masculino,0,Si,No,48,Si,Si,ADSL/Cobre,No,Si,Si,No,No,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,35275.0,1710250.0,Chiguayante
8149-RSOUN,Femenino,0,No,No,1,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,46925.0,46925.0,San Pedro de la Paz
9055-MOJJJ,Femenino,0,Si,Si,64,Si,No,ADSL/Cobre,Si,No,No,Si,Si,No,Plan 12 Meses,No,Caja Vecina/Servipag,No,32900.0,2034000.0,Hualpen
4359-INNWN,Femenino,0,No,No,17,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAT (Tarjeta Credito),No,10025.0,168950.0,Concepcion
0585-EGDDA,Masculino,0,Si,No,40,Si,No,Fibra Optica,No,Si,Si,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,40000.0,1584375.0,Concepcion
4032-RMHCI,Femenino,0,Si,Si,41,No,Sin linea,ADSL/Cobre,Si,No,Si,No,No,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,17700.0,706200.0,Talcahuano
0549-CYCQN,Masculino,1,No,No,51,Si,Si,Fibra Optica,No,Si,No,No,No,No,Plan 12 Meses,Si,PAC (Cta Cte),No,39800.0,1987350.0,San Pedro de la Paz
3481-JHUZH,Masculino,0,Si,No,41,Si,Si,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,40125.0,1719500.0,Concepcion
7250-EQKIY,Femenino,0,Si,Si,1,Si,No,ADSL/Cobre,No,No,Si,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,25225.0,25225.0,Hualpen
3594-IVHJZ,Femenino,0,No,No,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,10225.0,21225.0,Hualpen
6869-FGJJC,Masculino,0,No,No,68,Si,No,Fibra Optica,No,Si,Si,No,No,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,39800.0,2730725.0,Concepcion
3896-ZVNET,Femenino,0,Si,Si,24,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,12350.0,285875.0,Talcahuano
8205-VSLRB,Masculino,0,Si,No,70,Si,Si,ADSL/Cobre,Si,No,Si,Si,No,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,38650.0,2749100.0,Hualpen
5960-MVTUK,Masculino,0,No,No,3,No,Sin linea,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,14875.0,48425.0,Talcahuano
6817-WTYHE,Masculino,0,No,No,2,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),No,22450.0,55525.0,Talcahuano
3082-VQXNH,Masculino,0,Si,No,3,No,Sin linea,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,14900.0,47200.0,Concepcion
4013-UBXWQ,Femenino,0,No,No,7,Si,Si,ADSL/Cobre,No,No,No,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,37325.0,260550.0,Talcahuano
4931-TRZWN,Femenino,0,No,No,13,Si,No,ADSL/Cobre,Si,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,35975.0,461925.0,Chiguayante
0750-EKNGL,Masculino,0,No,No,7,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10375.0,70550.0,Talcahuano
7669-LCRSD,Masculino,0,Si,Si,12,Si,No,ADSL/Cobre,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,28150.0,314325.0,Hualpen
3567-PQTSO,Masculino,0,Si,Si,53,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,52625.0,2788150.0,Concepcion
5519-NPHVG,Femenino,0,No,No,12,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,47100.0,523050.0,Chiguayante
8043-PNYSD,Masculino,0,Si,Si,63,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,9775.0,622800.0,San Pedro de la Paz
9938-EKRGF,Femenino,0,No,No,15,Si,No,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,42225.0,643925.0,Hualpen
2703-AMTUL,Masculino,0,Si,Si,36,Si,No,ADSL/Cobre,Si,Si,No,No,No,No,Plan 12 Meses,No,Caja Vecina/Servipag,No,26825.0,969675.0,Chiguayante
0928-JMXNP,Masculino,1,Si,No,4,No,Sin linea,ADSL/Cobre,No,No,Si,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,14950.0,59125.0,Talcahuano
8173-RXAYP,Femenino,0,Si,Si,24,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,9850.0,226275.0,San Pedro de la Paz
4825-XJGDM,Femenino,0,No,No,61,No,Sin linea,ADSL/Cobre,Si,Si,Si,Si,No,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,21850.0,1348275.0,Concepcion
5402-HTOTQ,Masculino,0,No,No,16,Si,Si,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,27650.0,437675.0,Talcahuano
6734-JDTTV,Masculino,0,Si,Si,65,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,9925.0,633525.0,Chiguayante
7850-THJMU,Femenino,0,Si,Si,26,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,9825.0,247450.0,Talcahuano
3890-RTCMS,Masculino,0,No,No,16,Si,No,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,24725.0,399500.0,Hualpen
8849-GYOKR,Femenino,0,Si,No,54,Si,Si,Fibra Optica,Si,Si,No,No,Si,Si,Plan 12 Meses,No,PAC (Cta Cte),Si,53275.0,2881650.0,Talcahuano
3148-BLQJT,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,10050.0,10050.0,Talcahuano
3717-FDJFU,Masculino,0,No,Si,5,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10225.0,53450.0,Talcahuano
3665-JATSN,Femenino,0,No,No,19,No,Sin linea,ADSL/Cobre,No,Si,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,19850.0,355025.0,Talcahuano
7966-YOTQW,Masculino,0,No,No,10,Si,Si,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,27250.0,284100.0,Hualpen
0461-CVKMU,Femenino,0,Si,Si,23,Si,No,Fibra Optica,No,Si,Si,Si,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,41900.0,950125.0,Concepcion
8806-EAGWC,Masculino,0,No,No,3,Si,No,ADSL/Cobre,No,No,No,No,Si,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,27575.0,79575.0,Talcahuano
8853-TZDGH,Femenino,0,No,No,72,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,55800.0,4006375.0,San Pedro de la Paz
7779-LGOVN,Masculino,1,Si,No,10,Si,Si,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,43325.0,428325.0,San Pedro de la Paz
4324-BZCKL,Femenino,0,Si,Si,10,Si,No,ADSL/Cobre,No,Si,Si,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,27775.0,275650.0,Chiguayante
6924-TDGMT,Masculino,0,Si,No,11,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,Caja Vecina/Servipag,No,10275.0,92475.0,Talcahuano
9710-ZUSHQ,Femenino,1,No,No,37,Si,Si,Fibra Optica,Si,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,53375.0,2028375.0,Concepcion
1536-YHDOE,Masculino,0,Si,Si,17,Si,Si,ADSL/Cobre,Si,No,No,Si,No,No,Plan 12 Meses,Si,Caja Vecina/Servipag,No,31050.0,548325.0,Talcahuano
8123-QBNAZ,Femenino,0,Si,Si,36,Si,Si,Fibra Optica,Si,No,Si,No,Si,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,52250.0,1842475.0,Chiguayante
3629-ZNKXA,Masculino,1,No,No,17,Si,No,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,50900.0,876225.0,Concepcion
4827-LTQRJ,Femenino,1,Si,Si,66,Si,Si,Fibra Optica,Si,Si,No,Si,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,55300.0,3605425.0,Talcahuano
7711-YIJWC,Masculino,0,Si,Si,61,Si,No,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 12 Meses,No,PAC (Cta Cte),No,42450.0,2632250.0,Concepcion
5482-VXSXJ,Masculino,0,No,No,22,Si,No,Fibra Optica,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,46600.0,1078650.0,Concepcion
7365-BVCJH,Masculino,0,No,No,1,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,12200.0,12200.0,Concepcion
9620-ENEJV,Femenino,0,No,No,6,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,35275.0,216975.0,Concepcion
4183-WCSEP,Masculino,0,No,No,31,Si,No,Fibra Optica,No,Si,No,Si,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,39225.0,1217575.0,Talcahuano
2378-YIZKA,Femenino,0,Si,Si,68,Si,No,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,42500.0,2803875.0,Chiguayante
5498-TXHLF,Femenino,0,Si,Si,34,Si,Si,Fibra Optica,No,No,Si,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,43725.0,1437075.0,San Pedro de la Paz
0689-DSXGL,Femenino,0,Si,Si,52,Si,No,Fibra Optica,No,Si,Si,Si,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),No,42900.0,2216650.0,Concepcion
6818-DJXAA,Femenino,0,No,Si,10,Si,No,Fibra Optica,No,No,Si,Si,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,45550.0,482175.0,San Pedro de la Paz
9722-UJOJR,Masculino,0,Si,Si,29,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,35375.0,987400.0,San Pedro de la Paz
0464-WJTKO,Femenino,0,Si,Si,72,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,10050.0,730425.0,San Pedro de la Paz
8902-ZEOVF,Masculino,0,Si,Si,47,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10025.0,475775.0,San Pedro de la Paz
6778-EICRF,Masculino,0,Si,Si,24,Si,Si,ADSL/Cobre,Si,No,No,No,Si,Si,Plan 12 Meses,No,Caja Vecina/Servipag,No,37400.0,910600.0,Hualpen
2662-NNTDK,Masculino,0,No,No,65,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAT (Tarjeta Credito),No,12400.0,800475.0,Chiguayante
4132-KALRO,Femenino,0,No,No,4,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,50425.0,199625.0,San Pedro de la Paz
3902-FOIGH,Masculino,1,Si,No,12,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,50675.0,609275.0,Concepcion
6772-KSATR,Masculino,0,No,No,1,Si,Si,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,40850.0,40850.0,Chiguayante
7112-OPOTK,Masculino,0,No,No,33,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,34125.0,1085575.0,Concepcion
2874-YXVVA,Femenino,0,No,No,34,Si,No,Fibra Optica,No,Si,Si,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,52550.0,1817400.0,San Pedro de la Paz
1245-HARPS,Femenino,0,Si,No,14,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10200.0,146200.0,Chiguayante
4210-QFJMF,Femenino,0,No,No,4,Si,No,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,39575.0,158625.0,San Pedro de la Paz
4323-ELYYB,Masculino,0,Si,Si,13,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10000.0,109275.0,Chiguayante
4293-ETKAP,Femenino,0,Si,Si,65,Si,Si,ADSL/Cobre,No,Si,No,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,39700.0,2535950.0,Hualpen
6064-PUPMC,Masculino,0,Si,Si,23,Si,No,ADSL/Cobre,Si,No,No,Si,No,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,28600.0,711675.0,Talcahuano
6504-VBLFL,Masculino,0,Si,No,55,Si,No,ADSL/Cobre,Si,Si,Si,No,No,No,Plan 24 Meses,No,Transferencia/Webpay,No,29300.0,1534300.0,Chiguayante
6322-PJJDJ,Masculino,0,Si,No,49,Si,No,Fibra Optica,No,Si,No,No,Si,Si,Plan 24 Meses,Si,Transferencia/Webpay,No,47400.0,2345325.0,Chiguayante
0330-BGYZE,Masculino,0,Si,No,60,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,No,PAC (Cta Cte),No,51250.0,3078800.0,Concepcion
1085-LDWAM,Femenino,0,Si,Si,69,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,10175.0,721325.0,Talcahuano
7586-ZATGZ,Masculino,0,No,No,40,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,42450.0,1684525.0,Concepcion
7197-VOJMM,Masculino,0,Si,No,67,Si,No,ADSL/Cobre,Si,Si,No,Si,No,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,34600.0,2335825.0,Hualpen
3318-OSATS,Masculino,1,No,No,35,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,47725.0,1737025.0,San Pedro de la Paz
5828-AVIPD,Masculino,0,Si,Si,19,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,Si,50475.0,937775.0,Chiguayante
1843-TLSGD,Femenino,0,Si,Si,13,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10425.0,136175.0,Hualpen
9626-VFRGG,Femenino,0,No,Si,41,Si,Si,Fibra Optica,No,Si,No,No,Si,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,44250.0,1822525.0,San Pedro de la Paz
7075-BNDVQ,Femenino,0,No,No,4,No,Sin linea,ADSL/Cobre,Si,No,Si,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,17500.0,67875.0,Hualpen
9143-CANJF,Femenino,0,Si,Si,24,Si,No,ADSL/Cobre,Si,No,No,Si,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,27575.0,659925.0,Talcahuano
7284-BUYEC,Femenino,0,No,No,5,No,Sin linea,ADSL/Cobre,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,25475.0,114700.0,Hualpen
2041-JIJCI,Femenino,0,No,No,5,Si,Si,ADSL/Cobre,No,Si,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,32000.0,185125.0,Talcahuano
1086-LXKFY,Femenino,0,Si,Si,1,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,34550.0,34550.0,San Pedro de la Paz
4900-MSOMT,Femenino,0,Si,Si,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,No,Plan 24 Meses,No,PAC (Cta Cte),No,40100.0,2857100.0,San Pedro de la Paz
2229-VWQJH,Femenino,0,No,No,24,Si,No,ADSL/Cobre,No,No,Si,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,24650.0,616625.0,Hualpen
9194-GFVOI,Femenino,0,Si,No,42,Si,Si,ADSL/Cobre,Si,No,Si,Si,Si,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,42175.0,1785800.0,Talcahuano
1336-EZFZY,Femenino,0,No,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10025.0,41650.0,Chiguayante
4282-MSACW,Masculino,0,No,No,68,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,58600.0,4017975.0,San Pedro de la Paz
1403-LKLIK,Femenino,0,Si,Si,33,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10050.0,289700.0,Hualpen
2636-ALXXZ,Femenino,1,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,34800.0,34800.0,Concepcion
7774-OJSXI,Masculino,0,No,No,31,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,Si,51725.0,1533225.0,San Pedro de la Paz
7786-WBJYI,Femenino,0,No,No,4,Si,Si,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,38975.0,152775.0,Concepcion
